node_id,description,t-SNE 1,t-SNE 2
DB01210,A nonselective beta-adrenoceptor antagonist used in the treatment of glaucoma.,8.9528055,2.2875328
DB01211,"Clarithromycin, a semisynthetic macrolide antibiotic derived from erythromycin, inhibits bacterial protein synthesis by binding to the bacterial 50S ribosomal subunit. Binding inhibits peptidyl transferase activity and interferes with amino acid translocation during the translation and protein assembly process. Clarithromycin may be bacteriostatic or bactericidal depending on the organism and drug concentration.",-1.2349327,-3.6637826
DB01212,"Ceftriaxone is a broad-spectrum third-generation cephalosporin antibiotic. It has a very long half-life compared to other cephalosporins and is high penetrable into the meninges, eyes, and inner ear. Ceftriaxone has broader and stronger gram-negative coverage then first or second-generation cephalosporins, but worse activity against methicillin-susceptible S.aureus. Ceftriaxone is a commonly used antimicrobial due to its good activity against multi-drug resistant Enterobacteriaceae, its relatively safe adverse effect profile, and its long half-life which allows for the convenience of daily or twice-daily dosing.",4.5516987,-2.3945618
DB01213,"Fomepizole is used as an antidote in confirmed or suspected methanol or ethylene glycol poisoning. Fomepizole is a competitive inhibitor of alcohol dehydrogenase, the enzyme that catalyzes the initial steps in the metabolism of ethylene glycol and methanol to their toxic metabolites.",3.1644397,-3.8102663
DB01214,"A beta-adrenergic antagonist effective for both beta-1 and beta-2 receptors. It is used as an antiarrhythmic, antihypertensive, and antiglaucoma agent.",-0.03799212,-6.9557467
DB01215,"A benzodiazepine with anticonvulsant, hypnotic, and muscle relaxant properties. It has been shown in some cases to be more potent than diazepam or nitrazepam.",0.7007355,-10.274178
DB01216,"Finasteride is a synthetic 4-azasteroid compound and specific inhibitor of steroid Type II 5α-reductase, which is an intracellular enzyme that converts the androgen testosterone into 5α-dihydrotestosterone (DHT). It works in a similar fashion as , which is another 5-alpha-reductase inhibitor, by exerting antiandrogenic effects. Finasteride is an orally active drug that was first approved by the FDA in 1992 for the treatment of benign prostatic hyperplasia to improve symptoms and reduce the risk for acute urinary retention or the need for surgical procedures. In 1998, it was approved by the FDA to treat male pattern hair loss. Finasteride is commonly marketed under the brand names Propecia and Proscar to be used aloneo or in combination with , an alpha-blocker.",-0.9770436,-5.935016
DB01217,"Anastrozole is a non-steroidal aromatase inhibitor (AI), similar to , used to decrease circulating estrogen levels in the treatment of postmenopausal women with estrogen-responsive breast cancer. Anastrozole is also related to , a steroidal AI, but its non-steroidal nature provides stark advantages including a lack of steroid-associated adverse effects such as weight gain and acne. Aromatase inhibitors, including anastrozole, have become endocrine drugs of choice in the treatment of postmenopausal breast cancer due to a more favourable efficacy and adverse effect profile as compared to earlier estrogen receptor modulators such as.",0.5812621,-2.200654
DB01218,"Halofantrine is an antimalarial. It belongs to the phenanthrene class of compounds that includes quinine and lumefantrine. It appears to inhibit polymerisation of heme molecules (by the parasite enzyme \heme polymerase\""), resulting in the parasite being poisoned by its own waste. Halofantrine has been shown to preferentially block open and inactivated HERG channels leading to some degree of cardiotoxicity.""",-0.53968334,-3.5417767
DB01219,"Chemically, dantrolene is a hydantoin derivative, but does not exhibit antiepileptic activity like other hydantoin derivates such as phenytoin.",3.782241,-5.764383
DB01220,"Rifaximin is a semisynthetic, rifamycin-based non-systemic antibiotic, meaning that the drug will not pass the gastrointestinal wall into the circulation as is common for other types of orally administered antibiotics. It has multiple indications and is used in treatment of traveller's diarrhea caused by E. coli; reduction in risk of overt hepatic encephalopathy recurrence; as well as diarrhea-predominant irritable bowel syndrome (IBS-D) in adult women and men. It is marketed under the brand name Xifaxan by Salix Pharmaceuticals.",0.20400977,-1.9228373
DB01221,"Ketamine is an NMDA receptor antagonist with a potent anesthetic effect. It was developed in 1963 as a replacement for phencyclidine (PCP) by Calvin Stevens at Parke Davis Laboratories. It started being used for veterinary purposes in Belgium and in 1964 was proven that compared to PCP, it produced minor hallucinogenic effects and shorter psychotomimetic effects. It was FDA approved in 1970, and from there, it has been used as an anesthetic for children or patients undergoing minor surgeries but mainly for veterinary purposes.",-0.023511529,-9.281429
DB01222,"Budesonide is a glucocorticoid that is a mix of the 22R and 22S epimer used to treat inflammatory conditions of the lungs and intestines such as asthma, COPD, Crohn's disease, and ulcerative colitis.",1.1144173,1.8205171
DB01223,"Aminophylline is a drug combination that contains theophylline and ethylenediamine in a 2:1 ratio. Once in the body, theophylline is released and acts as a phosphodiesterase inhibitor, adenosine receptor blocker, and histone deacetylase activator. Similar to other theophyllines, aminophylline is indicated for the treatment of lung diseases such as asthma, chronic bronchitis, and COPD. The majority of aminophylline medications are discontinued and the remaining medications on the market are in short supply.",-1.4605432,-2.7902808
DB01224,"Initially approved by the FDA in 1997, quetiapine is a second-generation atypical antipsychotic used in schizophrenia, major depression, and bipolar disorder. Quetiapine demonstrates a high level of therapeutic efficacy and low risk of adverse effects during long-term treatment. It is well-tolerated and a suitable option for some patients with high sensitivity to other drugs, such as and.",-0.7013403,-9.355393
DB01225,"Enoxaparin is a low molecular weight heparin. Enoxaparin is used to prevent and treat deep vein thrombosis or pulmonary embolism, and is given as a subcutaneous injection. Enoxaparin binds to and accelerates the activity of antithrombin III. By activating antithrombin III, enoxaparin preferentially potentiates the inhibition of coagulation factors Xa and IIa. Factor Xa catalyzes the conversion of prothrombin to thrombin, so enoxaparin's inhibition of this process results in decreased thrombin and ultimately the prevention of fibrin clot formation. Low molecular weight heparins are less effective at inactivating factor IIa due to their shorter length compared to unfractionated heparin.",1.9910862,3.7968457
DB01226,"Mivacurium is a bisbenzylisoquinolinium based neuromuscular blocker or muscle relaxant. It binds competitively to cholinergic receptors on the motor end-plate to antagonize the action of acetylcholine, resulting in a block of neuromuscular transmission.",4.9725113,-8.825086
DB01227,A narcotic analgesic with a long onset and duration of action. It is used mainly in the treatment of narcotic dependence.,2.2477326,-8.482097
DB01228,"All drug products containing encainide hydrochloride. Encainide hydrochloride, formerly marketed as Enkaid capsules, was associated with increased death rates in patients who had asymptomatic heart rhythm abnormalities after a recent heart attack. The manufacturer of Enkaid capsules voluntarily withdrew the product from the US market on December 16, 1991.",2.4776752,-5.9253173
DB01229,"Paclitaxel is a chemotherapeutic agent marketed under the brand name Taxol among others. Used as a treatment for various cancers, paclitaxel is a mitotic inhibitor that was first isolated in 1971 from the bark of the Pacific yew tree which contains endophytic fungi that synthesize paclitaxel. It is available as an intravenous solution for injection and the newer formulation contains albumin-bound paclitaxel marketed under the brand name Abraxane.",-0.53199285,-2.2396584
DB01230,"In 2005, the Food and Drug Administration (FDA) withdrew approval for pemoline. In March 2005, Abbott Laboratories (Cylert marketer) had discontinued the production of Cylert arguing economic reasons.",-4.72278,-6.394315
DB01231,Diphenidol is an antiemetic agent used in the treatment of vomiting and vertigo. Diphenidol overdose may result in serious toxicity in children.,4.992463,-8.684444
DB01232,"Saquinavir is an HIV-1 protease inhibitor used in combination with and other antiretrovirals for the treatment of human immunodeficiency virus-1 (HIV-1) infection. In 1995 it became the first protease inhibitor approved by the FDA, followed shortly by ritonavir in 1996, and remains in clinical use today due to a relatively benign adverse effect profile as compared to other antiretroviral therapies. While its efficacy was initially limited by exceptionally poor oral bioavailability (approximately 4%), its current indications require the co-administration of ritonavir - a potent enzyme inhibitor - that increases the bioavailability and subsequent serum concentrations of saquinavir, thus dramatically improving antiviral activity.",-0.37271172,-3.2316532
DB01233,"Diabetic gastroparesis is a condition that causes frequent nausea and vomiting, which has a negative impact on quality of life and poses a significant burden on the healthcare system. Metoclopramide is a dopamine antagonist used to treat nausea and vomiting that may be associated with diabetic gastroparesis in addition to gastroesophageal reflux disease (GERD). It can also be used to prevent nausea or vomiting associated with chemotherapy or certain surgical or diagnostic procedures. ",-0.49055737,-9.264574
DB01234,"Dexamethasone, or MK-125, is a corticosteroid fluorinated at position 9 used to treat endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, gastrointestinal, respiratory, hematologic, neoplastic, edematous, and other conditions. Developed in 1957, it is structurally similar to other corticosteroids like and.",1.157846,1.9398441
DB01235,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975.",3.0468817,-8.256913
DB01236,"Sevoflurane, also called fluoromethyl, is an ether inhalation anaesthetic agent used for the induction and maintenance of general anesthesia. It is a volatile, non-flammable, non-irritant, and easy-to-administer compound with a low solubility profile and blood-to-gas partition coefficient.",0.9502684,-9.64052
DB01237,Bromodiphenhydramine is an ethanolamine antihistamine with antimicrobial property. Bromodiphenhydramine is used in the control of cutaneous allergies. Ethanolamine antihistamines produce marked sedation in most patients.,-4.3858933,-5.0900116
DB01238,"Aripiprazole is an atypical antipsychotic orally indicated for treatment of schizophrenia, bipolar I, major depressive disorder, irritability associated with autism, and Tourette's. It is also indicated as an injection for agitation associated with schizophrenia or bipolar mania. Aripiprazole exerts its effects through agonism of dopaminic and 5-HT1A receptors and antagonism of alpha adrenergic and 5-HT2A receptors. Aripiprazole was given FDA approval on November 15, 2002.",-0.7207859,-9.371439
DB01239,"Chlorprothixene is a typical antipsychotic drug of the thioxanthene (tricyclic) class. Chlorprothixene exerts strong blocking effects by blocking the 5-HT2 D1, D2, D3, histamine H1, muscarinic and alpha1 adrenergic receptors.",2.335146,-8.463061
DB01240,A prostaglandin that is a powerful vasodilator and inhibits platelet aggregation. It is biosynthesized enzymatically from prostaglandin endoperoxides in human vascular tissue. The sodium salt has been also used to treat primary pulmonary hypertension.,0.714391,-4.656856
DB01241,"Gemfibrozil is a fibric acid agent, similar to , used to treat Type IIb, IV, and V hyperlipidemias. Gemfibrozil is not a first line treatment and is prescribed to patients who have not responded adequately to weight loss, diet, exercise, and other medications.",0.3503627,-3.5007083
DB01242,"Clomipramine, the 3-chloro analog of imipramine, is a dibenzazepine-derivative tricyclic antidepressant (TCA). TCAs are structurally similar to phenothiazines. They contain a tricyclic ring system with an alkyl amine substituent on the central ring. In non-depressed individuals, clomipramine does not affect mood or arousal, but may cause sedation. In depressed individuals, clomipramine exerts a positive effect on mood. TCAs are potent inhibitors of serotonin and norepinephrine reuptake. Tertiary amine TCAs, such as clomipramine, are more potent inhibitors of serotonin reuptake than secondary amine TCAs, such as nortriptyline and desipramine. TCAs also down-regulate cerebral cortical &beta;-adrenergic receptors and sensitize post-synaptic serotonergic receptors with chronic use. The antidepressant effects of TCAs are thought to be due to an overall increase in serotonergic neurotransmission. TCAs also block histamine-H<sub>1</sub> receptors, &alpha;<sub>1</sub>-adrenergic receptors and muscarinic receptors, which accounts for their sedative, hypotensive and anticholinergic effects (e.g. blurred vision, dry mouth, constipation, urinary retention), respectively. See toxicity section below for a complete listing of side effects. Clomipramine may be used to treat obsessive-compulsive disorder and disorders with an obsessive-compulsive component (e.g. depression, schizophrenia, Tourette’s disorder). Unlabeled indications include panic disorder, chronic pain (e.g. central pain, idiopathic pain disorder, tension headache, diabetic peripheral neuropathy, neuropathic pain), cataplexy and associated narcolepsy, autistic disorder, trichotillomania, onchophagia, stuttering, premature ejaculation, and premenstrual syndrome. Clomipramine is rapidly absorbed from the gastrointestinal tract and demethylated in the liver to its primary active metabolite, desmethylclomipramine.",-0.6770582,-9.05526
DB01243,Chloroxine is a synthetic antibacterial compound. Chloroxine is a compound used in some shampoos for the treatment of dandruff and seborrheic dermatitis of the scalp.,-4.359237,-5.783692
DB01244,"A long-acting, non selective, calcium channel blocker with significant anti-anginal activity. The drug produces significant coronary vasodilation and modest peripheral effects. It has antihypertensive and selective anti-arrhythmia activities and acts as a calmodulin antagonist. It is no longer marketed in the United States, as it has been implicated in causing ventricular arrhythmias (ie. Torsade de pointes).",1.6072499,-6.183088
DB01245,Decamethonium is used in anesthesia to cause paralysis. It is a short acting depolarizing muscle relaxant. It is similar to acetylcholine and acts as a partial agonist of the nicotinic acetylcholine receptor.,4.7177596,-8.994957
DB01246,A phenothiazine derivative that is used as an antipruritic.,4.8915205,-7.084538
DB01247,"Isocarboxazid has the formula 1-benzyl-2-(5-methyl-3-isoxazolylcarbonyl)hydrazine-isocarboxazid. It is a monoamine oxidase inhibitor. It is used in the treatment of major depression, dysthymic disorder, atypical disorder, panic disorder and the phobic disorders. It was first introduced by Roche pharmaceuticals, further developed by Validus pharms Inc and first FDA approved as a prescription drug on July 1st, 1959.",3.4709413,-6.89149
DB01248,"Docetaxel is a clinically well established anti-mitotic chemotherapy medication used mainly for the treatment of breast, ovarian, and non-small cell lung cancer. Docetaxel reversibly binds to tubulin with high affinity in a 1:1 stoichiometric ratio",-0.47906366,-2.0970354
DB01249,"Iodixanol is a nonionic hydrophilic compound commonly used as a contrast agent during coronary angiography, particularly in individuals with renal dysfunction, as it is believed to be less toxic to the kidneys than most other intravascular contrast agents.",5.4538293,-3.2343352
DB01250,"Olsalazine is an anti-inflammatory drug used in the treatment of Inflammatory Bowel Disease and Ulcerative Colitis. Olsalazine is a derivative of salicylic acid. Inactive by itself (it is a prodrug), it is converted by the bacteria in the colon to mesalamine. Mesalamine works as an anti-inflammatory agent in treating inflammatory diseases of the intestines.",1.23018,-4.326248
DB01251,"Gliquidone is a sulfonylurea drug used to treat diabetes mellitus type 2. It is an ATP-dependent K+ (KATP) channel blocker. This block causes a depolarization which leads to activation of voltage-dependent Ca channels and Ca2+ influx, and eventually increases insulin release.",1.120721,-2.7828066
DB01252,Mitiglinide is a drug for the treatment of type 2 diabetes. It may stimulate insulin secretion in beta-cells by closing off ATP dependant potassium ion channels.,-1.7513726,-5.797178
DB01253,An ergot alkaloid with uterine and vascular smooth muscle contractile properties.,0.78930414,-8.232826
DB01254,"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR.",-0.48382774,-1.9526916
DB01255,"Also known as _Vyvanse_, lisdexamfetamine (L-lysine-d-amphetamine) is a prodrug of the psychostimulant d-amphetamine. It is paired with the essential amino acid _L-lysine_. Lisdexamfetamine dimesylate increases attention span and decreases restlessness in children and adults who are overactive/hyperactive, cannot concentrate for long periods, or are easily distracted or impulsive.",1.422861,-7.982238
DB01256,"Retapamulin, marketed by GlaxoSmithKline as the ointment Altabax, is an antibiotic for skin infections like impetigo. It was approved by the FDA in April 2007.",0.96709645,0.28472134
DB01257,"Eculizumab is a monoclonal antibody that targets complement protein C5. Binding to this protein prevents the activation of a complement terminal complex, which is used to treat a number of autoimmune conditions.",2.221258,6.817858
DB01259,"Lapatinib is an anti-cancer drug developed by GlaxoSmithKline (GSK) as a treatment for solid tumours such as breast and lung cancer. It was approved by the FDA on March 13, 2007, for use in patients with advanced metastatic breast cancer in conjunction with the chemotherapy drug Capecitabine. Lapatinib is human epidermal growth factor receptor type 2 (HER2/ERBB2) and epidermal growth factor receptor (HER1/EGFR/ERBB1) tyrosine kinases inhibitor. It binds to the intracellular phosphorylation domain to prevent receptor autophosphorylation upon ligand binding.",-0.25378206,-2.0593996
DB01260,A nonfluorinated corticosteroid anti-inflammatory agent used topically for dermatoses.,2.5207372,2.3600063
DB01261,"Sitagliptin is an oral dipeptidyl peptidase-4 (DPP-4) inhibitor used in conjunction with diet and exercise to improve glycemic control in patients with type 2 diabetes mellitus. The effect of this medication leads to glucose dependent increases in insulin and decreases in glucagon to improve control of blood sugar. Sitagliptin was granted FDA approval on October 16, 2006.",-0.048462655,-4.073115
DB01262,"Myelodysplastic syndromes (MDS) are a heterogeneous group of hematopoietic neoplasms with variable underlying etiology and presentation, including neutropenia and thrombocytopenia. Further mutations leading to increased proliferation of cancerous cells can eventually lead to secondary acute myeloid leukemia, which has a poor prognosis. Among treatment options, nucleoside analogues such as decitabine and integrate into cellular DNA and inhibit the action of DNA methyltransferases, leading to global hypomethylation and related downstream therapeutic benefits.",0.2997558,0.6174457
DB01263,Posaconazole is a triazole antifungal drug that is used to treat invasive infections by Candida species and Aspergillus species in severely immunocompromised patients.,-0.660835,-2.8417854
DB01264,"Darunavir is a protease inhibitor used with other HIV protease inhibitor drugs as well as for the effective management of HIV-1 infection. As a second-generation protease inhibitor, darunavir is designed to combat resistance to standard HIV therapy. It was initially approved by the FDA in 2006.",-0.38435468,-3.079484
DB01265,"Telbivudine is a synthetic thymidine nucleoside analog with specific activity against the hepatitis B virus. Telbivudine is orally administered, with good tolerance, lack of toxicity and no dose-limiting side effects.",3.5166736,5.5805664
DB01267,"Paliperidone is the primary active metabolite of risperidone. The mechanism of action is unknown but it is likely to act via a similar pathway to risperidone. It has been proposed that the drug's therapeutic activity in schizophrenia is mediated through a combination of central dopamine Type 2 (D2) and serotonin Type 2 (5HT2A) receptor antagonism. Paliperidone is also active as an antagonist at alpha 1 and alpha 2 adrenergic receptors and H1 histaminergic receptors, which may explain some of the other effects of the drug. Paliperidone was approved by the FDA for treatment of schizophrenia on December 20, 2006.",-0.84584725,-9.387877
DB01268,"Sunitinib is a small-molecule multi-targeted receptor tyrosine kinase (RTK) inhibitor. On January 26, 2006, the agent was formally approved by the US FDA for the indications of treating renal cell carcinoma (RCC) and imatinib-resistant gastrointestinal stromal tumor (GIST). For these purposes, sunitinib is generally available as an orally administered formulation. Sunitinib inhibits cellular signaling by targeting multiple RTKs. These include all platelet-derived growth factor receptors (PDGF-R) and vascular endothelial growth factor receptors (VEGF-R). Sunitinib also inhibits KIT (CD117), the RTK that drives the majority of GISTs. In addition, sunitinib inhibits other RTKs including RET, CSF-1R, and flt3.",-0.5456263,-2.161218
DB01269,Panitumumab (ABX-EGF) is a recombinant human IgG2 monoclonal antibody that binds specifically to the human epidermal growth factor receptor (EGFR). This drug is an antineoplastic agent.,2.345267,7.867426
DB01270,"Ranibizumab is a recombinant humanized IgG1 kappa isotype monoclonal antibody fragment designed for intraocular use. Ranibizumab binds to and inhibits the biologic activity of human vascular endothelial growth factor A (VEGF-A). Ranibizumab has a molecular weight of approximately 48 kilodaltons and is produced by an E. coli expression system in a nutrient medium containing the antibiotic tetracycline (tetracycline is not detectable in the final product). Ranibizumab is marketed under the name Lucentis®. It is indicated for the treatment of macular edema after retinal vein occlusion, age-related macular degeneration (wet), and diabetic macular edema.",2.4456584,7.8086
DB01271,"Idursulfase is a purified form of human iduronate-2-sulfatase, a lysosomal enzyme. Idursulfase is produced by recombinant DNA technology in a human cell line. Idursulfase is an enzyme that hydrolyzes the 2-sulfate esters of terminal iduronate sulfate residues from the glycosaminoglycans dermatan sulfate and heparan sulfate in the lysosomes of various cell types. Idursulfase is a 525-amino acid glycoprotein with a molecular weight of approximately 76 kilodaltons. The enzyme contains eight asparagine-linked glycosylation sites occupied by complex oligosaccharide structures. The enzyme activity of idursulfase is dependent on the post-translational modification of a specific cysteine to formylglycine.",-2.8060484,4.232637
DB01272,"Aglucosidase alfa consists of the human enzyme acid alpha-glucosidase (GAA) which is essential for the degradation of glygogen to glucose in lysosomes. It is encoded by the most predominant of nine observed haplotypes of this gene. Aglucosidase alfa is produced by recombinant DNA technology in a Chinese hamster ovary cell line. Alglucosidase alfa degrades glycogen by catalyzing the hydrolysis of a-1,4- and a-1,6- glycosidic linkages of lysosomal glycogen. Structurally, Alglucosidase alfa is a glycoprotein with a calculated mass of 98,008 daltons for the 883 residue mature polypeptide chain, and a total mass of approximately 109,000 daltons, including carbohydrates. It is used for the treatment of Pompe disease (GAA deficiency) in infants and pediatric patients.",-2.3205082,4.4189353
DB01273,"Varenicline is a prescription medication used to treat smoking addiction. This medication is the first approved nicotinic receptor partial agonist. Specifically, varenicline is a partial agonist of the alpha4/beta2 subtype of the nicotinic acetylcholine receptor. In addition it acts on alpha3/beta4 and weakly on alpha3beta2 and alpha6-containing receptors. A full agonism was displayed on alpha7-receptors.",0.072455436,-9.89092
DB01274,"Arformoterol is a bronchodilator. It works by relaxing muscles in the airways to improve breathing. Arformoterol inhalation is used to prevent bronchoconstriction in people with chronic obstructive pulmonary disease, including chronic bronchitis and emphysema. The use of arformoterol is pending revision due to safety concerns in regards to an increased risk of severe exacerbation of asthma symptoms, leading to hospitalization as well as death in some patients using long acting beta agonists for the treatment of asthma.",1.3831,-5.069121
DB01275,"Originally developed in the 1950s as a malaria treatment, hydralazine showed antihypertensive ability and was soon repurposed. Hydralazine is a hydrazine derivative vasodilator used alone or as adjunct therapy in the treatment of hypertension and only as adjunct therapy in the treatment of heart failure. Hydralazine is no longer a first line therapy for these indications since the development of newer antihypertensive medications.",1.0150952,-5.3681717
DB01276,"Exenatide is a glucagon-like peptide-1 (GLP-1) analog. It functions to activate the GLP-1 receptor and increases insulin secretion, decrease glucagon secretion, and slow gastric emptying to improve glycemic control. Exenatide was given FDA approval on April 28, 2005.",-2.2632241,-6.837324
DB01277,Mecasermin contains recombinant-DNA-engineered human insulin-like growth factor-1 (rhIGF-1). IGF-1 consists of 70 amino acids in a single chain with three intramolecular disulfide bridges and a molecular weight of 7649 daltons. The amino acid sequence of the product is identical to that of endogenous human IGF-1. The rhIGF-1 protein is synthesized in bacteria (E. coli) that have been modified by the addition of the gene for human IGF-1.,-2.0755844,-6.2979774
DB01278,"Pramlintide is a relatively new adjunct treatment for diabetes (both type 1 and 2), developed by Amylin Pharmaceuticals. It is derived from amylin, a hormone that is released into the bloodstream, in a similar pattern as insulin, after a meal. Like insulin, amylin is deficient in individuals with diabetes.",-2.124231,-6.7407846
DB01279,"Galsufase is a variant form of the polymorphic human enzyme N-acetylgalactosamine 4-sulfatase of recombinant DNA origin. Galsulfase is a glycoprotein with a molecular weight of approximately 56 kD. The recombinant protein is comprised of 495 amino acids and contains six asparagine-linked glycosylation sites, four of which carry a bis mannose-6-phosphate manose7 oligosaccharide for specific cellular recognition. Post-translational modification of Cys53 produces the catalytic amino acid residue Ca-formylglycine, which is required for enzyme activity and is conserved in all members of the sulfatase enzyme family.",-2.8060484,4.232637
DB01280,"Nelarabine is an antineoplastic agent that is typically employed to treat acute T-cell lymphoblastic leukemia. Nelarabine is a purine nucleoside analog converted to its corresponding arabinosylguanine nucleotide triphosphate (araGTP), resulting in inhibition of DNA synthesis and cytotoxicity.",0.27736354,0.64630604
DB01281,"Abatacept is a soluble fusion protein, which links the extracellular domain of human cytotoxic T-lymphocyte-associated antigen 4 (CTLA-4) to the modified Fc (hinge, CH2, and CH3 domains) portion of human immunoglobulin G1 (IgG1). Structurally, abatacept is a glycosylated fusion protein with a MALDI-MS molecular weight of 92,300 Da and it is a homodimer of two homologous polypeptide chains of 357 amino acids each. It is produced through recombinant DNA technology in mammalian CHO cells. The drug has activity as a selective co-stimulation modulator with inhibitory activity on T lymphocytes. Although approved for the treatment of rheumatoid arthritis, Repligen has entered a slightly different formulation of CTLA4-Ig into clinical trials (RG2077).",1.0126778,6.3329673
DB01282,"Carbetocin is a drug used to control postpartum hemorrhage, bleeding after giving birth. It is an analogue of oxytocin, and its action is similar to that of oxytocin -- it causes contraction of the uterus.",9.6486025,-2.1339145
DB01283,"Lumiracoxib is a COX-2 selective non-steroidal anti-inflammatory drug (NSAID). On August 11, 2007, Australia's Therapeutic Goods Administration (TGA, the Australian equivalent of the FDA) cancelled the registration of lumiracoxib in Australia due to concerns that it may cause liver failure. New Zealand and Canada have also followed suit in recalling the drug.",1.5267295,-4.141837
DB01284,"Tetracosactide (also known as Cosyntropin) is a synthetic peptide that is identical to the 24-amino acid segment (sequence: SYSMEHFRWGKPVGKKRRPVKVYP) at the N-terminal of adrenocorticotropic hormone. ACTH (1-24), a segment similar in all species, contains the biological activity that stimulates production of corticosteroids in the adrenal cortex. Tetracosactide exhibits the same activity as natural ACTH with regard to all its biological activities. The complex results in a product whose absorption in man is effected over a longer period of time as compared to corticotropin. Therefore, therapy may be maintained with less frequent administration.",11.068763,-4.8401546
DB01285,Corticotropin (ACTH or adrenocorticotropic hormone) is a polypeptide hormone produced and secreted by the pituitary gland. It is an important player in the hypothalamic-pituitary-adrenal axis.,1.2648841,1.8971939
DB01288,Fenoterol is an adrenergic beta-2 agonist that is used as a bronchodilator and tocolytic.,1.201117,-7.394158
DB01289,"Glisoxepide is one of the sulphonamide-derived oral antidiabetic drugs. It inhibits the uptake of bile acids into isolated rat hepatocytes. However it inhibits taurocholate uptake only in the absence of sodium ions. Glisoxepide uptake could be further inhibited by blockers of the hepatocellular monocarboxylate transporter, by the loop diuretic bumetanide, by 4,4'-diisothiocyano-2,2'-stilbenedisulfonate (DIDS) and by sulphate. These results are consistent with the transport of glisoxepide via the transport system for the unconjugated bile acid cholate. ",1.1898932,-2.6450024
DB01291,"Pirbuterol is a beta-2 adrenergic bronchodilator. In vitro studies and in vivo pharmacologic studies have demonstrated that pirbuterol has a preferential effect on beta-2 Adrenergic receptors compared with isoproterenol. While it is recognized that beta-2 adrenergic receptors are the predominant receptors in bronchial smooth muscle, data indicate that there is a population of beta-2 receptors in the human heart, existing in a concentration between 10-50%. The precise function of these receptors has not been established.",1.044727,-7.5363274
DB01294,"Bismuth subsalicylate is the active ingredient in the popular medication Pepto-Bismol that is used to treat nausea, heartburn, indigestion, upset stomach, diarrhea, and other temporary discomforts of the stomach and gastrointestinal tract. It is also the main ingredient of Kaopectate. It displays anti-inflammatory action (due to salicylic acid) and also acts as an antacid and mild antibiotic.",4.5583153,-3.8646636
DB01295,"Bevantolol is a beta-1 adrenoceptor antagonist that has been shown to be as effective as other beta blockers for the treatment of angina pectoris and hypertension. Mechanism of Action Animal experiments confirm both agonist and antagonist effects on alpha-receptors, in addition to antagonist activity at beta-1 receptors.",0.6759675,-6.9970756
DB01296,"Glucosamine is commonly used as a treatment for osteoarthritis, although its acceptance as a medical therapy varies. It is an amino sugar and precursor of glycosylated proteins and lipids. Since glucosamine is a precursor for glycosaminoglycans, and glycosaminoglycans are a major component of joint cartilage, supplemental glucosamine may help to rebuild cartilage and treat arthritis.",2.6289856,3.480121
DB01297,A beta-adrenergic antagonist that has been used in the emergency treatment of cardiac arrhythmias.,-0.060265496,-6.929688
DB01298,"Sulfacytine is a short-acting sulfonamide. The sulfonamides are synthetic bacteriostatic antibiotics with a wide spectrum against most gram-positive and many gram-negative organisms. However, many strains of an individual species may be resistant. Sulfonamides inhibit multiplication of bacteria by acting as competitive inhibitors of p-aminobenzoic acid in the folic acid metabolism cycle. Bacterial sensitivity is the same for the various sulfonamides, and resistance to one sulfonamide indicates resistance to all. Most sulfonamides are readily absorbed orally. However, parenteral administration is difficult, since the soluble sulfonamide salts are highly alkaline and irritating to the tissues. The sulfonamides are widely distributed throughout all tissues. High levels are achieved in pleural, peritoneal, synovial, and ocular fluids. Although these drugs are no longer used to treat meningitis, CSF levels are high in meningeal infections.",4.277789,1.9998088
DB01299,"A long acting sulfonamide that is used, usually in combination with other drugs, for respiratory, urinary tract, and malarial infections.",4.294621,1.9819095
DB01301,A pyrrolidinylmethyl tetracycline.,7.258846,1.5485202
DB01303,"Oxtriphylline is the choline salt form of. Once in the body, theophylline is released and acts as a phosphodiesterase inhibitor, adenosine receptor blocker, and histone deacetylase activator. Its main physiological reponse is to dilate the bronchioles. As such, oxytriphylline is indicated mainly for asthma, bronchospasm, and COPD (i.e. all the same indications as the other theophyllines). It is marketed under the name Choledyl SA, and several forms of oxytriphylline have been discontinued. In the US, oxtriphylline is no longer available.",-1.5176345,-2.5164616
