idx,id,name,PDB ID,UniProt Accession
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6X,P13639
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6X,P13639
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6X,P13639
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6X,P13639
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8770.0,1938,EEF2,4V6W,P13060
8771.0,1939,EIF2D,5OA3,P41214
8771.0,1939,EIF2D,5W2F,P41214
8778.0,1948,EFNB2,1IKO,P52800
8786.0,1956,EGFR,4LRM,P00533
8786.0,1956,EGFR,3LTF,P04412
8786.0,1956,EGFR,5GNK,P00533
8786.0,1956,EGFR,5XWD,P00533
8786.0,1956,EGFR,5WB8,P00533
8786.0,1956,EGFR,3LZB,P00533
8793.0,196,AHR,5NJ8,P35869
8793.0,196,AHR,5NJ8,P35869
8793.0,196,AHR,4M4X,P30561
8799.0,1962,EHHADH,1ZCJ,P07896
8799.0,1962,EHHADH,3ZWA,P07896
8813.0,196463,PLBD2,3FBX,Q3TCN2
8813.0,196463,PLBD2,3FGT,Q3TCN2
8813.0,196463,PLBD2,3FGT,Q3TCN2
8818.0,1965,EIF2S1,1KL9,P05198
8818.0,1965,EIF2S1,5K0Y,G1T2G4
8818.0,1965,EIF2S1,5K0Y,G1T2G4
8818.0,1965,EIF2S1,5K0Y,G1T2G4
8818.0,1965,EIF2S1,5K0Y,G1T2G4
8821.0,196527,ANO6,6QPC,Q6P9J9
8823.0,196541,METTL21C,4MTL,Q5VZV1
8825.0,1967,EIF2B1,6EZO,Q14232
8832.0,1969,EPHA2,3C8X,P29317
8832.0,1969,EPHA2,3FL7,P29317
8832.0,1969,EPHA2,3MBW,P29317
8832.0,1969,EPHA2,3MBW,P29317
8832.0,1969,EPHA2,2X11,P29317
8832.0,1969,EPHA2,4PDO,P29317
8832.0,1969,EPHA2,3HEI,P29317
8832.0,1969,EPHA2,3MX0,P29317
8839.0,197131,UBR1,5TDC,Q8IWV7
8839.0,197131,UBR1,3NIT,P19812
8845.0,197259,MLKL,4BTF,Q9D2Y4
8845.0,197259,MLKL,4MWI,Q8NB16
8845.0,197259,MLKL,2MSV,Q8NB16
8846.0,1973,EIF4A1,3EIQ,P60842
8846.0,1973,EIF4A1,2ZU6,P60842
8846.0,1973,EIF4A1,5ZBZ,P60842
8846.0,1973,EIF4A1,3EIQ,P60842
8854.0,197370,NSMCE1,2CT0,Q8WV22
8855.0,1974,EIF4A2,3BOR,Q14240
8858.0,1977,EIF4E,4DUM,P06730
8858.0,1977,EIF4E,5GW6,P06730
8858.0,1977,EIF4E,5ME5,Q00LS8
8858.0,1977,EIF4E,5ME6,Q00LS8
8858.0,1977,EIF4E,2IDR,P29557
8858.0,1977,EIF4E,5T46,P06730
8858.0,1977,EIF4E,2WMC,Q0GRC4
8859.0,1978,EIF4EBP1,3HXI,Q13541
8862.0,1981,EIF4G1,1UG3,Q04637
8863.0,1982,EIF4G2,4IUL,P78344
8864.0,1983,EIF5,2G2K,P55010
8864.0,1983,EIF5,2E9H,P55010
8865.0,1984,EIF5A,1EIF,Q58625
8865.0,1984,EIF5A,1IZ6,O50089
8865.0,1984,EIF5A,1BKB,P56635
8865.0,1984,EIF5A,3CPF,P63241
8869.0,199,AIF1,1WY9,O70200
8869.0,199,AIF1,2G2B,P55008
8869.0,199,AIF1,2D58,P55008
8870.0,1990,CELA1,1EAI,P00772
8870.0,1990,CELA1,1UP3,Q79G13
8870.0,1990,CELA1,2V35,P00772
8871.0,1991,ELANE,1PPF,P08246
8871.0,1991,ELANE,4NZL,P08246
8872.0,1992,SERPINB1,4GA7,P30740
8872.0,1992,SERPINB1,1HLE,P05619
8876.0,1994,ELAVL1,4FXV,Q15717
8876.0,1994,ELAVL1,4EGL,Q15717
8876.0,1994,ELAVL1,3HI9,Q15717
8876.0,1994,ELAVL1,5SZW,Q15717
8877.0,1995,ELAVL3,1D9A,Q60900
8877.0,1995,ELAVL3,1FNX,Q60900
8877.0,1995,ELAVL3,1D8Z,Q60900
8878.0,1996,ELAVL4,1FXL,P26378
8897.0,1999,ELF3,3JTG,Q3UPW2
8897.0,1999,ELF3,2E8P,P78545
8903.0,2,A2M,2P9R,P01023
8911.0,200035,NUDT17,5LF8,P0C025
8913.0,2001,ELF5,1WWX,Q9UKW6
8922.0,2002,ELK1,1DUX,P19419
8923.0,200205,IBA57,6QE4,Q5T440
8929.0,200315,APOBEC3A,5KEG,P31941
8930.0,200316,APOBEC3F,5W2M,Q8IUX4
8937.0,200424,TET3,4HP1,A0JP82
8938.0,2005,ELK4,1K6O,P28324
8938.0,2005,ELK4,1BC8,P28324
8942.0,200558,APLF,2KUO,Q8IW19
8942.0,200558,APLF,5W7W,Q8IW19
8942.0,200558,APLF,2KQE,Q8IW19
8966.0,2011,MARK2,5KZ7,Q7KZI7
8971.0,201163,FLCN,3V42,Q8NFG4
8980.0,201254,CENPX,3VH6,P0DJH7
8987.0,201299,RDM1,3GAN,Q9LUJ3
8992.0,201475,RAB12,2IL1,Q6IQ22
9005.0,201633,TIGIT,5V52,Q495A1
9007.0,2017,CTTN,5NXJ,Q60598
9007.0,2017,CTTN,1X69,Q14247
9018.0,201973,PRIMPOL,5L2X,Q96LW4
9020.0,2020,EN2,3ZOB,Q05917
9025.0,2021,ENDOG,3ISM,Q7JXB9
9031.0,2023,ENO1,3B97,P06733
9031.0,2023,ENO1,2XH7,P00924
9034.0,202374,STK32A,4FR4,Q8WU08
9039.0,2026,ENO2,3UJR,P09104
9039.0,2026,ENO2,4MKS,Q042F4
9041.0,2027,ENO3,2XSX,P13929
9042.0,2028,ENPEP,4KXA,Q07075
9046.0,203,AK1,1Z83,P00568
9046.0,203,AK1,3TLX,Q8IJV6
9046.0,203,AK1,2CDQ,Q9LYU8
9046.0,203,AK1,3ADK,P00571
9046.0,203,AK1,5X6K,A0A2R2JFU5
9046.0,203,AK1,5YCF,M4AA20
9066.0,2033,EP300,2MZD,Q09472
9066.0,2033,EP300,5KJ2,Q09472
9066.0,2033,EP300,5XZC,Q09472
9066.0,2033,EP300,4PZS,Q09472
9066.0,2033,EP300,6FGN,Q09472
9066.0,2033,EP300,4BHW,Q09472
9066.0,2033,EP300,5XZC,Q09472
9075.0,2035,EPB41,2RQ1,P11171
9075.0,2035,EPB41,1GG3,P11171
9087.0,2039,DMTN,1ZV6,Q08495
9088.0,204,AK2,2C9Y,P54819
9088.0,204,AK2,2AK2,P08166
9089.0,2040,STOM,4FVJ,P54116
9092.0,2042,EPHA3,4L0P,P29320
9092.0,2042,EPHA3,4P5Q,P29320
9094.0,2043,EPHA4,2Y6O,Q03137
9094.0,2043,EPHA4,4BKF,P54764
9094.0,2043,EPHA4,2WO3,P54764
9094.0,2043,EPHA4,4BK4,P54764
9095.0,2044,EPHA5,2R2P,P54756
9096.0,204474,PDILT,5XF7,Q8N807
9097.0,2045,EPHA7,3DKO,Q15375
9098.0,2046,EPHA8,3KUL,P29322
9099.0,2047,EPHB1,5MJB,P54762
9100.0,2048,EPHB2,1JPA,P54763
9100.0,2048,EPHB2,3ETP,P54763
9103.0,2049,EPHB3,5L6P,P54753
9105.0,205,AK4,2BBW,P27144
9106.0,2050,EPHB4,2VWV,P54760
9112.0,2053,EPHX2,4Y2Y,P34913
9112.0,2053,EPHX2,1CR6,P34914
9119.0,2057,EPOR,1CN4,P19235
9119.0,2057,EPOR,4Y5Y,P19235
9121.0,2058,EPRS1,4K87,P07814
9123.0,2059,EPS8,2E8M,Q12929
9123.0,2059,EPS8,1I07,Q08509
9125.0,2060,EPS15,2JXC,P42566
9125.0,2060,EPS15,5JP2,P42566
9125.0,2060,EPS15,1QJT,P42567
9125.0,2060,EPS15,1C07,P42566
9129.0,2064,ERBB2,5KWG,P04626
9129.0,2064,ERBB2,1N8Y,P06494
9129.0,2064,ERBB2,3PP0,P04626
9132.0,2065,ERBB3,5O4O,P21860
9132.0,2065,ERBB3,3P11,P21860
9132.0,2065,ERBB3,3LMG,P21860
9133.0,2066,ERBB4,3U9U,Q15303
9133.0,2066,ERBB4,3U2P,Q15303
9133.0,2066,ERBB4,3BBT,Q15303
9134.0,2067,ERCC1,2JPD,P07992
9134.0,2067,ERCC1,2JNW,P07992
9134.0,2067,ERCC1,1Z00,P07992
9135.0,2068,ERCC2,6O9M,P18074
9135.0,2068,ERCC2,6O9M,P18074
9137.0,207,AKT1,5KCV,P31749
9137.0,207,AKT1,3MV5,P31749
9137.0,207,AKT1,2UVM,P31749
9140.0,2071,ERCC3,5OF4,P19447
9140.0,2071,ERCC3,5OF4,P19447
9140.0,2071,ERCC3,5OF4,P19447
9140.0,2071,ERCC3,6NMI,P19447
9140.0,2071,ERCC3,4ERN,P19447
9140.0,2071,ERCC3,6NMI,P19447
9140.0,2071,ERCC3,6NMI,P19447
9143.0,2072,ERCC4,2A1J,Q92889
9147.0,2078,ERG,4IRG,P11308
9147.0,2078,ERG,5YBC,P11308
9147.0,2078,ERG,4QUV,G4SW86
9147.0,2078,ERG,1SXE,P11308
9147.0,2078,ERG,4IRH,P11308
9148.0,2079,ERH,1WZ7,P84089
9149.0,208,AKT2,2JDO,P31751
9150.0,2081,ERN1,6HV0,O75460
9150.0,2081,ERN1,4PL5,Q9EQY0
9152.0,2091,FBL,2IPX,P22087
9153.0,2098,ESD,3FCX,P10768
9154.0,2099,ESR1,2OCF,P03372
9154.0,2099,ESR1,4AA6,P03372
9154.0,2099,ESR1,4PXM,P03372
9154.0,2099,ESR1,6IAR,P03372
9156.0,210,ALAD,5HMS,P13716
9156.0,210,ALAD,2Z0I,P10518
9157.0,2100,ESR2,2YLY,Q92731
9157.0,2100,ESR2,2J7X,Q62986
9158.0,2101,ESRRA,3K6P,P11474
9159.0,2103,ESRRB,1LO1,O95718
9160.0,2104,ESRRG,2P7A,P62508
9161.0,2107,ETF1,2LLX,P62495
9161.0,2107,ETF1,2HST,P62495
9161.0,2107,ETF1,2KTV,P62495
9162.0,2108,ETFA,2A1U,P13804
9162.0,2108,ETFA,2A1U,P13804
9162.0,2108,ETFA,1EFP,P38974
9162.0,2108,ETFA,1EFP,P38974
9163.0,2109,ETFB,3CLR,P53570
9163.0,2109,ETFB,3CLR,P53570
9165.0,2110,ETFDH,2GMH,P55931
9166.0,2113,ETS1,2JV3,P27577
9166.0,2113,ETS1,2STW,P14921
9167.0,2114,ETS2,4MHV,P15036
9167.0,2114,ETS2,4BQA,P15036
9168.0,2115,ETV1,4BNC,P50549
9171.0,2118,ETV4,4CO8,P43268
9171.0,2118,ETV4,4UUV,P43268
9173.0,212,ALAS2,6HRH,P22557
9174.0,2120,ETV6,5L0P,P41212
9174.0,2120,ETV6,2LF8,P97360
9174.0,2120,ETV6,2QAR,P41212
9174.0,2120,ETV6,2QB0,P41212
9174.0,2120,ETV6,4MHG,P97360
9174.0,2120,ETV6,2QB0,P41212
9174.0,2120,ETV6,2QAR,P41212
9174.0,2120,ETV6,1JI7,P41212
9174.0,2120,ETV6,2DAO,P41212
9179.0,2125,EVPL,4QMD,Q92817
9181.0,213,ALB,3V03,P02769
9181.0,213,ALB,5GHK,P49822
9181.0,213,ALB,5YXE,P49064
9181.0,213,ALB,5HOZ,P35747
9181.0,213,ALB,4F5V,G1U9S2
9181.0,213,ALB,5UJB,P02768
9181.0,213,ALB,1YSX,P02768
9182.0,2130,EWSR1,2CPE,Q01844
9186.0,2135,EXTL2,1OMX,Q9ES89
9193.0,2146,EZH2,5WG6,Q15910
9193.0,2146,EZH2,5LS6,Q15910
9193.0,2146,EZH2,6B3W,G1KPH4
9194.0,2147,F2,4NZQ,P00734
9194.0,2147,F2,1HRT,P00735
9194.0,2147,F2,1VR1,P00734
9194.0,2147,F2,1AVG,P00735
9194.0,2147,F2,5TO3,P00734
9194.0,2147,F2,1DX5,P00734
9194.0,2147,F2,1ETT,P00735
9194.0,2147,F2,1TBQ,P00735
9194.0,2147,F2,1RIW,P00734
9194.0,2147,F2,4HTC,P00734
9194.0,2147,F2,2HNT,P00734
9194.0,2147,F2,1BBR,P00735
9194.0,2147,F2,1BBR,P00735
9194.0,2147,F2,3K65,P00734
9194.0,2147,F2,3NXP,P00734
9194.0,2147,F2,1TOC,P00735
9194.0,2147,F2,2HPQ,P00734
9194.0,2147,F2,2ODY,P00735
9194.0,2147,F2,2PF1,P00735
9194.0,2147,F2,1A0H,P00735
9194.0,2147,F2,2HPP,P00734
9194.0,2147,F2,2HNT,P00734
9194.0,2147,F2,1MKW,P00735
9194.0,2147,F2,2A45,P00734
9194.0,2147,F2,2HNT,P00734
9194.0,2147,F2,3K65,P00734
9194.0,2147,F2,2OCV,P19221
9194.0,2147,F2,3E6P,P00734
9199.0,2152,F3,1A21,P24055
9199.0,2152,F3,2HFT,P13726
9200.0,2153,F5,1SDD,Q28107
9200.0,2153,F5,1SDD,Q28107
9201.0,2155,F7,4Z6A,P08709
9201.0,2155,F7,1DAN,P08709
9201.0,2155,F7,1QFK,P08709
9201.0,2155,F7,2EC9,P08709
9201.0,2155,F7,2C4F,P08709
9201.0,2155,F7,1KLI,P08709
9202.0,2157,F8,4BDV,P00451
9202.0,2157,F8,5K8D,P00451
9202.0,2157,F8,4BDV,P00451
9202.0,2157,F8,2R7E,P00451
9203.0,2158,F9,3LC3,P00740
9203.0,2158,F9,1X7A,P16293
9203.0,2158,F9,5TNT,P00740
9203.0,2158,F9,1X7A,P16293
9204.0,2159,F10,1NFU,P00742
9204.0,2159,F10,1C5M,P00742
9204.0,2159,F10,1WHE,P00743
9204.0,2159,F10,2H9E,P00742
9204.0,2159,F10,1KIG,P00743
9204.0,2159,F10,4ZH8,P00742
9204.0,2159,F10,1IQG,P00742
9205.0,216,ALDH1A1,5AC2,P00352
9205.0,216,ALDH1A1,5AC0,P51977
9206.0,2160,F11,6AOD,P03951
9206.0,2160,F11,2J8L,P03951
9207.0,2161,F12,4XDE,P00748
9208.0,2162,F13A1,5MHL,P00488
9210.0,2166,FAAH,6MRG,P97612
9210.0,2166,FAAH,6DII,Q7XJJ7
9211.0,2167,FABP4,3P6C,P15090
9211.0,2167,FABP4,5HZ8,P15090
9211.0,2167,FABP4,5D8J,P04117
9211.0,2167,FABP4,3Q6L,P15090
9211.0,2167,FABP4,2QM9,P04117
9211.0,2167,FABP4,5BVS,A0A0K0MJN3
9212.0,2168,FABP1,6DO6,P07148
9212.0,2168,FABP1,2F73,P07148
9212.0,2168,FABP1,2JU8,P02692
9212.0,2168,FABP1,1P6P,P83409
9212.0,2168,FABP1,1MVG,P80226
9213.0,2169,FABP2,1KZX,P12104
9213.0,2169,FABP2,1IFC,P02693
9213.0,2169,FABP2,1A57,P02693
9213.0,2169,FABP2,1SA8,P02693
9214.0,217,ALDH2,5L13,P05091
9214.0,217,ALDH2,1AG8,P20000
9215.0,2170,FABP3,6AQ1,P05413
9215.0,2170,FABP3,3WBG,P05413
9215.0,2170,FABP3,1BWY,P10790
9216.0,2171,FABP5,4LKT,Q01469
9216.0,2171,FABP5,4AZQ,Q05816
9216.0,2171,FABP5,4AZN,Q05816
9216.0,2171,FABP5,5BVT,A0A0K0MJ13
9217.0,2172,FABP6,5L8O,P51161
9217.0,2172,FABP6,1EIO,P10289
9218.0,2173,FABP7,1FE3,O15540
9222.0,2178,FANCE,2ILR,Q9HB96
9223.0,218,ALDH3A1,1AD3,P11883
9223.0,218,ALDH3A1,3SZA,P30838
9227.0,2184,FAH,1QCO,P35505
9228.0,2185,PTK2B,4EKU,Q14289
9228.0,2185,PTK2B,4H1J,Q14289
9228.0,2185,PTK2B,3GM1,Q14289
9228.0,2185,PTK2B,4XEV,Q14289
9229.0,2186,BPTF,3UV2,Q12830
9229.0,2186,BPTF,2F6J,Q12830
9229.0,2186,BPTF,2FUI,Q12830
9231.0,2188,FANCF,2IQC,Q9NPI8
9234.0,2191,FAP,1Z68,Q12884
9234.0,2191,FAP,5NCC,A0A248QE08
9239.0,2193,FARSA,3L4G,Q9Y285
9239.0,2193,FARSA,3L4G,Q9Y285
9240.0,219333,USP12,5L8W,O75317
9240.0,219333,USP12,5K1A,O75317
9243.0,2194,FASN,1XKT,P49327
9243.0,2194,FASN,2PNG,P12785
9244.0,219402,MTIF3,2CRQ,Q9CZD5
9280.0,219699,UNC5B,1WMG,Q8K1S3
9280.0,219699,UNC5B,3G5B,O08722
9281.0,2197,FAU,2L7R,P62861
9306.0,219931,TPCN2,6NQ0,Q8NHX9
9323.0,219988,PATL1,2XER,Q86TB9
9327.0,220,ALDH1A3,5FHZ,P47895
9328.0,2200,FBN1,1UZQ,P35555
9328.0,2200,FBN1,1EMN,P35555
9328.0,2200,FBN1,5MS9,P35555
9328.0,2200,FBN1,1LMJ,P35555
9328.0,2200,FBN1,2W86,P35555
9344.0,220134,SKA1,4C9Y,Q96BD8
9352.0,2203,FBP1,2FHY,P09467
9352.0,2203,FBP1,1BK4,P00637
9352.0,2203,FBP1,2F3D,P00636
9377.0,220972,MARCHF8,2D8S,Q5T0T0
9391.0,221078,NSUN6,5WWT,Q8TEA1
9392.0,221079,ARL5B,1YZG,Q96KC2
9395.0,221120,ALKBH3,2IUW,Q96Q83
9397.0,221150,SKA3,4AJ5,Q8IX90
9397.0,221150,SKA3,4AJ5,Q8IX90
9397.0,221150,SKA3,4AJ5,Q8IX90
9398.0,221154,MICU2,6AGH,Q8IYU8
9398.0,221154,MICU2,6EAZ,Q8CD10
9420.0,2214,FCGR3A,5MN2,P08637
9420.0,2214,FCGR3A,5ML9,P08637
9428.0,221443,OARD1,2EEE,Q9Y530
9444.0,221656,KDM1B,4FWE,Q8NB78
9448.0,2217,FCGRT,6FGB,P55899
9469.0,221937,FOXK1,2A3S,P42128
9484.0,2222,FDFT1,3WCH,P37268
9489.0,222236,NAPEPLD,4QN9,Q6IQ20
9493.0,2224,FDPS,1UBV,P08836
9493.0,2224,FDPS,3CP6,P14324
9496.0,222537,HS3ST5,3BD9,Q8IZT8
9520.0,223,ALDH9A1,6QAO,P49189
9520.0,223,ALDH9A1,1BPW,P56533
9521.0,2230,FDX1,2BT6,P00257
9521.0,2230,FDX1,2FGO,Q9I6D2
9526.0,2232,FDXR,1E1N,P08165
9526.0,2232,FDXR,1E6E,P08165
9527.0,2235,FECH,3W1W,P22830
9528.0,2237,FEN1,5FV7,P39748
9530.0,224,ALDH3A2,4QGK,P51648
9531.0,2241,FER,1I0R,O29428
9531.0,2241,FER,2KK6,P16591
9532.0,2242,FES,4E93,P07332
9532.0,2242,FES,3MGA,Q8ZR39
9532.0,2242,FES,2B20,A0A0H2VTI6
9533.0,2243,FGA,3GHG,P02671
9533.0,2243,FGA,3H32,P02671
9533.0,2243,FGA,1M1J,P14448
9533.0,2243,FGA,3H32,P02671
9533.0,2243,FGA,2FFD,P02671
9533.0,2243,FGA,1DEQ,P02672
9533.0,2243,FGA,1DEQ,P02672
9533.0,2243,FGA,1EI3,P14448
9533.0,2243,FGA,1EI3,P14448
9533.0,2243,FGA,3GHG,P02671
9533.0,2243,FGA,1N8E,P02671
9533.0,2243,FGA,1DEQ,P02672
9533.0,2243,FGA,1FZE,P02671
9533.0,2243,FGA,2H43,P02671
9535.0,2245,FGD1,3B4Y,P9WNE1
9535.0,2245,FGD1,5LXE,Q0RVH7
9536.0,2246,FGF1,1AFC,P03968
9536.0,2246,FGF1,1Z4S,P05230
9536.0,2246,FGF1,1FMM,Q7SIF8
9536.0,2246,FGF1,1DZD,P05230
9536.0,2246,FGF1,3O3Q,P05230
9537.0,2247,FGF2,1BLD,P09038
9537.0,2247,FGF2,1FQ9,P09038
9539.0,2249,FGF4,1IJT,P08620
9543.0,2252,FGF7,1QQL,Q02195
9543.0,2252,FGF7,1QQK,Q02195
9544.0,2253,FGF8,2FDB,P55075
9545.0,2254,FGF9,1G82,P31371
9546.0,2255,FGF10,1NUN,O15520
9549.0,2257,FGF12,4JQ0,P61328
9549.0,2257,FGF12,1Q1U,P61328
9550.0,2258,FGF13,4JPZ,Q92913
9552.0,226,ALDOA,3TU9,P00883
9552.0,226,ALDOA,6MWQ,P00883
9553.0,2260,FGFR1,5A46,P11362
9553.0,2260,FGFR1,3KRL,P11362
9553.0,2260,FGFR1,3GQL,P11362
9553.0,2260,FGFR1,3TT0,P11362
9554.0,2261,FGFR3,4K33,P22607
9556.0,2263,FGFR2,2PSQ,P21802
9556.0,2263,FGFR2,5EG3,P21802
9557.0,2264,FGFR4,4XCU,P22455
9558.0,2266,FGG,3FIB,P02679
9559.0,2267,FGL1,3NGM,Q6WER3
9561.0,2271,FH,5UPP,P07954
9562.0,2272,FHIT,1FIT,P49789
9566.0,2277,VEGFD,2XV7,O43915
9573.0,2280,FKBP1A,2ND5,P62942
9574.0,22800,RRAS2,2ERY,P62070
9580.0,22808,MRAS,3PIR,O08989
9582.0,2281,FKBP1B,5L1D,P68106
9582.0,2281,FKBP1B,5T9S,P68106
9585.0,22820,COPG1,1PZD,P53620
9585.0,22820,COPG1,1R4X,Q9Y678
9598.0,22837,COBLL1,2DAJ,Q53SF7
9605.0,22846,VASH1,6J4U,Q7L8A9
9607.0,22848,AAK1,5TE0,Q2M2I8
9608.0,22849,CPEB3,2RUG,Q8NE35
9615.0,22859,ADGRL1,4DLQ,O88917
9616.0,2286,FKBP2,4NNR,P26885
9616.0,2286,FKBP2,2PBC,P26885
9617.0,22861,NLRP1,3KAT,Q9C000
9625.0,2287,FKBP3,2MPH,Q00688
9625.0,2287,FKBP3,5D75,Q00688
9627.0,22871,NLGN1,3BIX,Q62765
9631.0,22875,ENPP4,4LR2,Q9Y6X5
9636.0,2288,FKBP4,4DRJ,Q02790
9636.0,2288,FKBP4,4TW8,Q02790
9636.0,2288,FKBP4,1Q1C,Q02790
9636.0,2288,FKBP4,1QZ2,Q02790
9636.0,2288,FKBP4,1ROT,P27124
9637.0,22880,MORC2,5OF9,Q9Y6X9
9639.0,22882,ZHX2,2DMP,Q9Y6X8
9639.0,22882,ZHX2,3NAU,Q9Y6X8
9642.0,22885,ABLIM3,2DJ7,O94929
9642.0,22885,ABLIM3,1UJS,O94929
9645.0,22889,KHDC4,2YQR,Q7Z7F0
9646.0,2289,FKBP5,5OMP,Q13451
9646.0,2289,FKBP5,4DRH,Q13451
9646.0,2289,FKBP5,3O5E,Q13451
9646.0,2289,FKBP5,1KT1,Q9XSH5
9646.0,2289,FKBP5,3O5D,Q13451
9646.0,2289,FKBP5,4R0X,Q13451
9650.0,22894,DIS3,2VNU,Q08162
9651.0,22895,RPH3A,5LOB,P47709
9651.0,22895,RPH3A,3RPB,P47709
9651.0,22895,RPH3A,5LOW,P47709
9651.0,22895,RPH3A,5LOW,P47709
9651.0,22895,RPH3A,2CM5,P47709
9651.0,22895,RPH3A,2CHD,P47709
9651.0,22895,RPH3A,5LOB,P47709
9655.0,229,ALDOB,1XDL,P05062
9666.0,22909,FAN1,5Y7G,Q9I2N0
9666.0,22909,FAN1,4RIC,Q9Y2M0
9669.0,22914,KLRK1,4S0U,P26718
9669.0,22914,KLRK1,1HQ8,O54709
9674.0,22919,MAPRE1,2R8U,Q15691
9674.0,22919,MAPRE1,2HKQ,Q15691
9674.0,22919,MAPRE1,1V5K,Q61166
9674.0,22919,MAPRE1,3TQ7,Q15691
9674.0,22919,MAPRE1,6EVI,Q61166
9674.0,22919,MAPRE1,1PA7,Q15691
9674.0,22919,MAPRE1,1YIB,Q15691
9674.0,22919,MAPRE1,5JV3,Q15691
9674.0,22919,MAPRE1,2HKQ,Q15691
9674.0,22919,MAPRE1,1VKA,Q15691
9676.0,22921,MSRB2,2L1U,Q78J03
9677.0,22924,MAPRE3,1WYO,Q9UPY8
9677.0,22924,MAPRE3,3CO1,Q9UPY8
9682.0,22929,SEPHS1,3FD5,P49903
9684.0,22931,RAB18,1X3S,Q9NP72
9686.0,22933,SIRT2,5YQO,Q8IXJ6
9687.0,22934,RPIA,1O8B,P0A7Z0
9687.0,22934,RPIA,5UF2,B4RL16
9687.0,22934,RPIA,1LK5,O50083
9687.0,22934,RPIA,1M0S,P44725
9687.0,22934,RPIA,3ENV,Q7MHL9
9687.0,22934,RPIA,4GMK,Q1WR87
9687.0,22934,RPIA,3KWM,Q5NFM5
9687.0,22934,RPIA,1UJ5,Q72J47
9687.0,22934,RPIA,3IXQ,Q58998
9687.0,22934,RPIA,3HHE,Q6G3V6
9687.0,22934,RPIA,4X84,Q9I6G1
9687.0,22934,RPIA,3L7O,Q8DTT9
9687.0,22934,RPIA,3U7J,Q2SVL4
9687.0,22934,RPIA,6EEP,Q5ZZB7
9688.0,22936,ELL2,2E5N,O00472
9689.0,22937,SCAP,3A52,Q8RQU7
9694.0,22944,KIN,1GOJ,P48467
9697.0,22948,CCT5,5UYZ,P48643
9698.0,22949,PTGR1,1V3V,Q9EQZ5
9698.0,22949,PTGR1,2Y05,Q14914
9704.0,22955,SCMH1,2P0K,Q96GD3
9711.0,22977,AKR7A3,2CLP,O95154
9711.0,22977,AKR7A3,1GVE,P38918
9712.0,22978,NT5C2,6DDQ,P49902
9718.0,22983,MAST1,2M9X,Q9Y2H9
9726.0,22992,KDM2A,4BBQ,Q9Y2K7
9733.0,22999,RIMS1,2Q3X,Q9JIR4
9733.0,22999,RIMS1,1ZUB,Q9JIR4
9734.0,23,ABCF1,5ZXD,Q8NE71
9735.0,230,ALDOC,1XFB,P09972
9743.0,23011,RAB21,1YZU,Q9UL25
9750.0,23019,CNOT1,4GMJ,A5YKK6
9750.0,23019,CNOT1,5FU6,A5YKK6
9750.0,23019,CNOT1,4C0D,A5YKK6
9750.0,23019,CNOT1,5FU6,A5YKK6
9750.0,23019,CNOT1,4C0D,A5YKK6
9750.0,23019,CNOT1,5FU6,A5YKK6
